",""text"",""favorited"",""favoriteCount"",""replyToSN"",""created"",""truncated"",""replyToSID"",""id"",""replyToUID"",""statusSource"",""screenName"",""retweetCount"",""isRetweet"",""retweeted"",""longitude"",""latitude""";;;
"183,""It's odd. The only time I ever walked around with my dick out was at a """"naturalist"""" (nudist) hot springs camp in No https://t.co/dEk1OvomEZ"",FALSE,0,NA,""11/29/17 23:36"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""BipolarStyle"",0,FALSE,FALSE,NA,NA";;;
"184,""@realDonaldTrump Here comes the  pee pee tape. #MattLauer #RoyMoore #HarveyWeinstein #MeToo"",FALSE,0,""realDonaldTrump"",""11/29/17 23:36"",FALSE,NA,9.36e+17,25073877,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""jdavis0403"",0,FALSE,FALSE,NA,NA";;;
"185,""It happens... #MeToo";;;
;;;
" https://t.co/9JLJEIa3zU"",FALSE,2,NA,""11/29/17 23:36"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""sharyalabluff"",0,FALSE,FALSE,NA,NA";;;
"186,""Activists planning #MeToo rally, 2nd Womens March in NYC https://t.co/yqk1HVui6b via @Metro_US"",FALSE,2,NA,""11/29/17 23:35"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""keftiugal"",0,FALSE,FALSE,NA,NA";;;
"187,""not to say that other companies arent doing anything, im glad that NBC News saw a problem and acted on it effecti https://t.co/tNnRswktsk"",FALSE,0,NA,""11/29/17 23:35"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""KelseyCharon"",0,FALSE,FALSE,NA,NA";;;
"188,""@rebel19 Or all the female underlings who could hired whod work twice as hard! #MeToo"",FALSE,0,""rebel19"",""11/29/17 23:35"",FALSE,9.36e+17,9.36e+17,11954462,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""thatgirlinny"",0,FALSE,FALSE,NA,NA";;;
"189,""The lines must be jam packed @normangoldman ";;;
;;;
"Long and short of what happened to me when I was in grad school. https://t.co/kL6VdSJ2IP"",FALSE,0,NA,""11/29/17 23:35"",TRUE,NA,9.36e+17,NA,""<a href=""""https://about.twitter.com/products/tweetdeck"""" rel=""""nofollow"""">TweetDeck</a>"",""MissShuganah"",0,FALSE,FALSE,NA,NA";;;
"190,""@BetteMidler has always had moxy.  Geraldo frantically tweeting saying women coming forward s/b circumscribed by ti https://t.co/hf85ajvcQe"",FALSE,0,""BetteMidler"",""11/29/17 23:35"",TRUE,NA,9.36e+17,139823781,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""juno814"",0,FALSE,FALSE,NA,NA";;;
"191,""@bigcajunwba @TwitterSafety @jack @TwitterSupport Look """"the man"""" dictates to a woman!!! Oooooohhhh you're rich #metoo"",FALSE,0,""bigcajunwba"",""11/29/17 23:35"",FALSE,9.36e+17,9.36e+17,619532888,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Lite</a>"",""CleanGirlSoap"",0,FALSE,FALSE,NA,NA";;;
"192,""Dear Universe: Please turn this #MeToo moment into a #MyTurn movement. Now that these older white men have lost the https://t.co/YZEwRCYydt"",FALSE,6,NA,""11/29/17 23:35"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""marcelalandres"",0,FALSE,FALSE,NA,NA";;;
"193,""Matt Lauer Accused of Sexual Harassment by Multiple Women (EXCLUSIVE) #MattLauer #MeToo #YouToo https://t.co/qA7Z1wM6Vd via @variety"",FALSE,0,NA,""11/29/17 23:34"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""darkhorse0102"",0,FALSE,FALSE,NA,NA";;;
"194,""How do you fire everyone in television that get accused of sexual harassment but you dont fire senators or congres https://t.co/RxViWxcHG6"",FALSE,0,NA,""11/29/17 23:34"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""DougsMom204"",0,FALSE,FALSE,NA,NA";;;
"195,""Where has Greene been?"; Speaking out against #MeToo; Religion in a tax statement... ;
CLICK BELOW FOR FULL STORY...;;;
"https://t.co/5v5yUrGUvD"",FALSE,0,NA,""11/29/17 23:34"",FALSE,NA,9.36e+17,NA,""<a href=""""http://correctbae.com	"""" rel=""""nofollow"""">CorrectBaeNews</a>"",""CorrectBae_News"",0,FALSE,FALSE,NA,NA";;;
"196,""PT Claims involving assault &amp";" rape often have to be brought via EEO because employers (like the Fed. govt.) refuse https://t.co/RIxR9douk5"",FALSE,0,NA,""11/29/17 23:34"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""SherifaZuhur"",0,FALSE,FALSE,NA,NA";;
"197,""@MurrayOverboard TRIGGER WARNING: Mitch McConnell turtle grunted at me. #MeToo https://t.co/JBZb5kVmqN"",FALSE,1,""MurrayOverboard"",""11/29/17 23:34"",FALSE,9.36e+17,9.36e+17,2430969794,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""MartianLobotomy"",0,FALSE,FALSE,NA,NA";;;
"198,""@JacobAWohl @realDonaldTrump OMG. Jacob...you're now crediting Trump for #MeToo?? This is beyond delusional! You se https://t.co/JSqDR6S2sj"",FALSE,1,""JacobAWohl"",""11/29/17 23:34"",TRUE,9.36e+17,9.36e+17,7.37e+17,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""GardJohanna"",0,FALSE,FALSE,NA,NA";;;
"199,""The #MeToo movement is getting to be a witch hunt. This is not good, because this is how men who harass and assault https://t.co/apvqvvF9v9"",FALSE,3,NA,""11/29/17 23:34"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""shanarosenberg"",0,FALSE,FALSE,NA,NA";;;
"200,""What these men have been getting way with would be astonishing,  if it weren't all too familiar. NBC Receives at Le https://t.co/Frd8fvWMur"",FALSE,2,NA,""11/29/17 23:34"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""salamishah"",1,FALSE,FALSE,NA,NA";;;
"201,""@MLauer picks on @POTUS for a discussion with Billy Bush, yet gives toys to coworkers and shows his junk. Typical https://t.co/nmB3wGy2Pd"",FALSE,0,NA,""11/29/17 23:34"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""NoHopeCitizen"",0,FALSE,FALSE,NA,NA";;;
"202,""When will @realDonaldTrump lose his job for all the accusations of sexual misconduct against him? #metoo #ImpeachTrumpNow #MattLauer"",FALSE,3,NA,""11/29/17 23:33"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""liahalonso"",2,FALSE,FALSE,NA,NA";;;
"203,""Yall its only a matter of time before Dan Rather is exposed #metoo"",FALSE,1,NA,""11/29/17 23:33"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""jz675"",0,FALSE,FALSE,NA,NA";;;
"204,""@rebel19 Were listening, sisterwoman! #MeToo"",FALSE,0,""rebel19"",""11/29/17 23:33"",FALSE,NA,9.36e+17,11954462,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""thatgirlinny"",0,FALSE,FALSE,NA,NA";;;
"205,""A friendly reminder that @NBC put the kibosh @RonanFarrow's #Weinstein story all the while knowing what #MattLauer https://t.co/4r1y9OYlsE"",FALSE,0,NA,""11/29/17 23:33"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""SheWhoResists"",0,FALSE,FALSE,NA,NA";;;
"206,""@LanaDelRaytheon Also were do I bet on how many days or hours it will be before women start #MeToo about john nolte?"",FALSE,3,NA,""11/29/17 23:33"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""Unitynow8"",0,FALSE,FALSE,NA,NA";;;
"207,""You dont make the rules, fuck face. https://t.co/E8KRoU2GW8 #MeToo #Resist #Geraldo"",FALSE,145,NA,""11/29/17 23:33"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""kim"",31,FALSE,FALSE,NA,NA";;;
"208,""#TheCongress can Expel members who have brought Shame on the Congress &amp";" Dishonor on the United States of America. B https://t.co/Fik2BKCar3"",FALSE,1,NA,""11/29/17 23:33"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""Aemilioo"",0,FALSE,FALSE,NA,NA";;
"209,""KEEP IT IN YOUR PANTS, GENTLEMEN!  Good grief!";;;
#MattLauer #MeToo ;;;
#SomewhereAnnCurry ;;;
;;;
"https://t.co/DhkzoPLZeq"",FALSE,0,NA,""11/29/17 23:33"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""MetropolisGal"",0,FALSE,FALSE,NA,NA";;;
"210,""4 year olds walk around asking for it now?";;;
;;;
FFS ;;;
;;;
"#MeToo https://t.co/nLY4GOFzfp"",FALSE,0,NA,""11/29/17 23:32"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""byst"",0,FALSE,FALSE,NA,NA";;;
"211,""Trump Accuser Says President's Gleeful Tweets About Men Accused in #MeToo Movement Are Dangerous - People https://t.co/qvZlP3YE82"",FALSE,0,NA,""11/29/17 23:32"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""rougbaisers"",0,FALSE,FALSE,NA,NA";;;
"212,""Who Is Next ?? #PervNation";;;
"The Purge #MeToo https://t.co/3xKYu4fjVu"",FALSE,1,NA,""11/29/17 23:32"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""Elmostjuanted"",0,FALSE,FALSE,NA,NA";;;
"213,""So that #MeToo achieves something. I suggest that women should be able to pursue claims outside of EEO which has a https://t.co/bWopdViTwr"",FALSE,0,NA,""11/29/17 23:32"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""SherifaZuhur"",0,FALSE,FALSE,NA,NA";;;
"214,""Can something be said to thank Alanis Morisette. Long before #MeToo was heard, she excoriated the men and the syste https://t.co/Q2VzjmBSSq"",FALSE,23,NA,""11/29/17 23:32"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""CalumSPlath"",4,FALSE,FALSE,NA,NA";;;
"215,""A Miami congressional candidate shares her #metoo moment: WASHINGTON Mary Barzee Flores was 17, working the night s https://t.co/ZNYjp1bE88"",FALSE,0,NA,""11/29/17 23:32"",TRUE,NA,9.36e+17,NA,""<a href=""""https://dlvrit.com/"""" rel=""""nofollow"""">dlvr.it</a>"",""MiamiBestOf"",1,FALSE,FALSE,NA,NA";;;
"216,""""""That's the news from Lake Pantsbegon, where all the women say #MeToo , all the handsy men are getting fired, and a https://t.co/ZotFFjvMxS"",FALSE,3,NA,""11/29/17 23:31"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""Britpoptarts"",0,FALSE,FALSE,NA,NA";;;
"217,""BREAKING NEWS: Penelope the cat has accused Pepe Le Pew of years and years of sexual harassment and inappropriate b https://t.co/b3oluUTJX1"",FALSE,0,NA,""11/29/17 23:31"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""Benjamin_fredd"",0,FALSE,FALSE,NA,NA";;;
"218,""@MSNBC You should think twice about the way you shut down your female colleague today when she was saying reasonabl https://t.co/6sCRpfQjSB"",FALSE,0,""MSNBC"",""11/29/17 23:31"",TRUE,9.36e+17,9.36e+17,2836421,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""tomysurprise"",0,FALSE,FALSE,NA,NA";;;
"219,""@ScottMGreer White women are below black men in the Oppression Olympics.  Sorry #MeToo accusers!   Social justice w https://t.co/wnxZ95PTLG"",FALSE,1,""ScottMGreer"",""11/29/17 23:31"",TRUE,9.36e+17,9.36e+17,599817378,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""LibertarianQn"",0,FALSE,FALSE,NA,NA";;;
"220,""@scohenPI @theboone29 thanks for sharing learn whats funny to people @realDonaldTrump @POTUS @rosemcgowan https://t.co/1SE1dEG1ap"",FALSE,0,""scohenPI"",""11/29/17 23:31"",TRUE,9.36e+17,9.36e+17,473152228,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""son_kim_nguyen"",0,FALSE,FALSE,NA,NA";;;
"221,""In other news @AnnCurry and @tamronhall are somewhere right now doing this...#MattLauer #TodayShow #mattlauerfired https://t.co/2YOwAg65dI"",FALSE,1,NA,""11/29/17 23:31"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""TheaAlli"",0,FALSE,FALSE,NA,NA";;;
"222,""@Dangchick1 I dare him @DonaldJTrumpJr #MeToo"",FALSE,0,""Dangchick1"",""11/29/17 23:31"",FALSE,9.36e+17,9.36e+17,7.51e+17,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""dogmotto"",0,FALSE,FALSE,NA,NA";;;
"223,""Donald Trump Jr. Is a Moron Intent on Diminishing the #MeToo Moment https://t.co/8VsKmcKixG via @thedailybeast"",FALSE,2,NA,""11/29/17 23:31"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""sar_oso"",1,FALSE,FALSE,NA,NA";;;
"224,""Of course #MeToo fallout is turning into another relitigation of the 2016 election every always does"",FALSE,0,NA,""11/29/17 23:31"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""SincereOnAlt"",0,FALSE,FALSE,NA,NA";;;
"225,""It's finally starting to get REAL on #SexHarassmentAllegations. People are finally WOKE. Time to take #MeToo offlin https://t.co/pnTHCMJud2"",FALSE,0,NA,""11/29/17 23:31"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""dirtywater22"",0,FALSE,FALSE,NA,NA";;;
"226,""@DineshDSouza Today's lesson, DONT THROW STONES IN GLASS HOUSES ";;;
BYE BYE YOU SELF RIGHTEOUS JERK!;;;
P.S.;;;
"TRUMP IS STI https://t.co/iYcGGKNm72"",FALSE,0,""DineshDSouza"",""11/29/17 23:30"",TRUE,9.36e+17,9.36e+17,91882544,""<a href=""""http://twitter.com/#!/download/ipad"""" rel=""""nofollow"""">Twitter for iPad</a>"",""Tbs44Trump"",0,FALSE,FALSE,NA,NA";;;
"227,""@albinokid :( I don't understand the hatred that is spewed out when people are brave enough to call out heinous beh https://t.co/85Dy4b6EMQ"",FALSE,1,""albinokid"",""11/29/17 23:30"",TRUE,9.36e+17,9.36e+17,45285833,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""aemmes"",0,FALSE,FALSE,NA,NA";;;
"228,""#metoo I was in high school, 17";;;
We went to my bffs sisters house to drink n smoke;;;
"After a few I was passed out nea https://t.co/EFt39loQ9D"",FALSE,0,NA,""11/29/17 23:30"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""SuiteMelody"",0,FALSE,FALSE,NA,NA";;;
"229,""@ananavarro @CNNOpinion Hold them all accountable #metoo"",FALSE,0,""ananavarro"",""11/29/17 23:30"",FALSE,9.36e+17,9.36e+17,19568591,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""focusmm64"",0,FALSE,FALSE,NA,NA";;;
"230,""RT lucas_megatron: Meghan_Trainor just this Only this #KCAFavMusicVideo #meToo"",FALSE,0,""EzraFitz_13"",""11/29/17 23:30"",FALSE,9.36e+17,9.36e+17,8.28e+17,""<a href=""""http://www.botize.com"""" rel=""""nofollow"""">Botize</a>"",""EzraFitz_13"",0,FALSE,FALSE,NA,NA";;;
"231,""@realDonaldTrump @POTUS @cowboyneok";;;
"#GOP need to hold Trump accountable for sexual misconduct and #MeToo crimes. https://t.co/XObyyjuvdD"",FALSE,4,""realDonaldTrump"",""11/29/17 23:30"",FALSE,9.36e+17,9.36e+17,25073877,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""DesertPrimrose"",0,FALSE,FALSE,NA,NA";;;
"232,""#MeToo is a way for victims to share their stories of sexual assault. Staff writer Hannah Stewart shares the detail https://t.co/P9RwC9rV0Z"",FALSE,0,NA,""11/29/17 23:30"",TRUE,NA,9.36e+17,NA,""<a href=""""http://www.hootsuite.com"""" rel=""""nofollow"""">Hootsuite</a>"",""C2ThePostScript"",0,FALSE,FALSE,NA,NA";;;
"233,""Just me thoughts on the harrassers: 1 Your ABUSER deserves all the blame 4 """"lost jobs""""";" 2 The public MUST stand aga https://t.co/UJYe1hBVU4"",FALSE,1,NA,""11/29/17 23:30"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""GryphKnight"",0,FALSE,FALSE,NA,NA";;
"234,""Shout out 2 all the hard working men who treat their female coworkers with respect. There r more of u than the cree https://t.co/UNAhA9nglO"",FALSE,1,NA,""11/29/17 23:30"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""CalBearAud"",1,FALSE,FALSE,NA,NA";;;
"235,""Matt Lauer. Garrison Keillor. Whos next? Keep em coming. #MeToo"",FALSE,4,NA,""11/29/17 23:30"",FALSE,NA,9.36e+17,NA,""<a href=""""https://about.twitter.com/products/tweetdeck"""" rel=""""nofollow"""">TweetDeck</a>"",""sarahfelts"",0,FALSE,FALSE,NA,NA";;;
"236,""Ann Curry: I admire the women who have been willing to speak up both anonymously and on the record. Those women ne https://t.co/nTJIAQxU0q"",FALSE,2,NA,""11/29/17 23:29"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""AndoniaPR"",2,FALSE,FALSE,NA,NA";;;
"237,""At a conference last year, a man in my organization asked to make a bet with me about the outcome of a football gam https://t.co/peQyCgFL9U"",FALSE,0,NA,""11/29/17 23:29"",TRUE,NA,9.36e+17,NA,""<a href=""""https://about.twitter.com/products/tweetdeck"""" rel=""""nofollow"""">TweetDeck</a>"",""RSwirling"",0,FALSE,FALSE,NA,NA";;;
"238,""Donald Trump Jr. Is a Moron Intent on Diminishing the #MeToo Moment https://t.co/tK4KrnYJvM"",FALSE,5,NA,""11/29/17 23:29"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""Dangchick1"",3,FALSE,FALSE,NA,NA";;;
"239,""Yeah it's all good to jump on the 'Celebrity Men are Pigs"""" bandwagon but spare a thought for every other woman who https://t.co/Qy2swFsx9o"",FALSE,4,NA,""11/29/17 23:29"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""ainsindahouse"",1,FALSE,FALSE,NA,NA";;;
"240,""@PressSec @CNN Gosh-such a fabrication. I'm so, so sorry they make you tell lies every - single day! Sarah ... such https://t.co/y9aKuxATyN"",FALSE,0,""PressSec"",""11/29/17 23:29"",TRUE,9.36e+17,9.36e+17,8.19e+17,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""whatsleft1226"",0,FALSE,FALSE,NA,NA";;;
"241,""Love #MeToo women empowerment. But not loving distraction from Trump, his policies &amp";" our country. Can @CNN @MSNBC https://t.co/jCAjiZKLCl"",FALSE,0,NA,""11/29/17 23:29"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""SeaSunMarisol"",0,FALSE,FALSE,NA,NA";;
"242,""@sarahussein My point exactly. It's all of us who are saying #metoo."",FALSE,0,""sarahussein"",""11/29/17 23:28"",FALSE,9.36e+17,9.36e+17,108668795,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Mobile Web (M2)</a>"",""maccalled"",0,FALSE,FALSE,NA,NA";;;
"243,""Fucking #metoo. I went to my high school principals and reported a music teacher for unwanted sexual advances. You know what happened. NADA"",FALSE,1,NA,""11/29/17 23:28"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""1JamiWhite"",0,FALSE,FALSE,NA,NA";;;
"244,""Monica Lewinsky 'Fixes' Title Of HLN Special To Focus On The Real Scandal https://t.co/zMr3scz8mD (@helena_andrews https://t.co/fRT0qHiaix"",FALSE,0,NA,""11/29/17 23:28"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""BadCarbNoDonut"",0,FALSE,FALSE,NA,NA";;;
"245,""Retweeted FREE ASSANGE NOW (@AssangeFreedom):";;;
;;;
#MeToo ;;;
;;;
 Undercover British police had sex &amp;" children with... https://t.co/6d6StkLXA7"",FALSE,1,NA,""11/29/17 23:28"",FALSE,NA,9.36e+17,NA,""<a href=""""http://www.facebook.com/twitter"""" rel=""""nofollow"""">Facebook</a>"",""MartineDAmours"",0,FALSE,FALSE,NA,NA";;
"246,""https://t.co/viBkssOrCG | Vanity Fair publishes lurid story charging Matt Lauer with sexual misconduct #MattLauer https://t.co/5dN6bucdUa"",FALSE,0,NA,""11/29/17 23:28"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""rjmangus"",0,FALSE,FALSE,NA,NA";;;
"247,""Every single woman from every single decade that endured mega jerk #GeraldoRivera's ADVANCES &amp";" ASSAULTS please step https://t.co/xPqhblUCBh"",FALSE,0,NA,""11/29/17 23:28"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""ajm510"",1,FALSE,FALSE,NA,NA";;
"248,""Anyone else finding this time period to be too stressful and stirring up too much? I had a dream last week that was https://t.co/yidw7aI7CN"",FALSE,0,NA,""11/29/17 23:28"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""CanyonWren32"",0,FALSE,FALSE,NA,NA";;;
"249,""Thousands of upcoming American Airlines flights dont have pilots. HIDING FROM THEIR #MeToo STEWARDESSES..?  https://t.co/f2y1Z1VMJb"",FALSE,0,NA,""11/29/17 23:28"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""cbinflux"",0,FALSE,FALSE,NA,NA";;;
"250,""Is it time for women to be in charge of everything yet? #MakeItStop #MeToo https://t.co/Tld67VhNTC"",FALSE,0,NA,""11/29/17 23:28"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""DariaMarie_O"",0,FALSE,FALSE,NA,NA";;;
"251,""@funder Little Rock is a snakepit of GOP #corruption in #realestate #healthcare #MeToo My situation is the https://t.co/yOXjz1lPoV"",FALSE,0,""funder"",""11/29/17 23:28"",TRUE,9.36e+17,9.36e+17,14247236,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""KellyFrankln"",0,FALSE,FALSE,NA,NA";;;
"252,""@amandablount2 #MeToo Keep Fighting Forward"",FALSE,1,""amandablount2"",""11/29/17 23:28"",FALSE,9.36e+17,9.36e+17,3078134492,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""ironmanKFF"",0,FALSE,FALSE,NA,NA";;;
"253,""Please stop objectifying PM Justin Trudeau. It is creepy and likely unwelcome. Have we learned nothing from #metoo"",FALSE,3,NA,""11/29/17 23:28"",FALSE,NA,9.36e+17,NA,""<a href=""""http://www.twitter.com"""" rel=""""nofollow"""">Twitter for BlackBerry</a>"",""lisalevac"",0,FALSE,FALSE,NA,NA";;;
"254,""is in the White House,   Republicans control Congress, for now and men have behaved badly for too long...";;;
;;;
"but https://t.co/F36kdYqxq5"",FALSE,0,NA,""11/29/17 23:28"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""haaspolicy"",0,FALSE,FALSE,NA,NA";;;
"255,""I dont believe its okay for men to say crude comments to women or take advantage of them in any way. With that be https://t.co/H8sLtofaRv"",FALSE,1,NA,""11/29/17 23:28"",TRUE,NA,9.36e+17,NA,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""ChelGentzkow"",0,FALSE,FALSE,NA,NA";;;
"256,""@MonicaLewinsky Good for you! Monica Lewinsky 'Fixes' Title Of HLN Special To Focus On The Real Scandal https://t.co/DzUK0rnOAw"",FALSE,0,""MonicaLewinsky"",""11/29/17 23:28"",TRUE,9.36e+17,9.36e+17,2835276183,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""BadCarbNoDonut"",0,FALSE,FALSE,NA,NA";;;
"257,""As long as we, as a society, keep supporting victims through movements such as #MeToo, it will change the sexual as https://t.co/vrwJdefEku"",FALSE,5,NA,""11/29/17 23:28"",TRUE,NA,9.36e+17,NA,""<a href=""""http://app.viraltag.com"""" rel=""""nofollow"""">Viraltag</a>"",""HerCampus"",5,FALSE,FALSE,NA,NA";;;
"258,""@Corey_Feldman Ohhhhhh the disjointed dance of #disgusting  #hypocrisy #Lauer finally tripped up by the #fakeY https://t.co/KG19p8SDts"",FALSE,0,""Corey_Feldman"",""11/29/17 23:27"",TRUE,9.36e+17,9.36e+17,197224469,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""jicReneeMerling"",0,FALSE,FALSE,NA,NA";;;
"259,""When the Torah portion matches up with current events. This week's, Vayishlach, on the rape of Dinah, Jacob's daughter. #MeToo"",FALSE,6,NA,""11/29/17 23:27"",FALSE,NA,9.36e+17,NA,""<a href=""""http://twitter.com"""" rel=""""nofollow"""">Twitter Web Client</a>"",""GuilaBen"",2,FALSE,FALSE,NA,NA";;;
